Date,Station,Hauteur,Opérationnel
2018-09-18,07 NEUVILLE,0.0,True
2018-09-19,07 NEUVILLE,0.0,True
2018-09-20,07 NEUVILLE,0.0,True
2018-09-21,07 NEUVILLE,0.4,True
2018-09-22,07 NEUVILLE,0.0,True
2018-09-23,07 NEUVILLE,5.0,True
2018-09-24,07 NEUVILLE,0.4,True
2018-09-26,07 NEUVILLE,0.0,True
2018-09-27,07 NEUVILLE,0.0,True
2018-09-28,07 NEUVILLE,0.0,True
2018-09-29,07 NEUVILLE,0.0,True
2018-09-30,07 NEUVILLE,0.2,True
2018-10-01,07 NEUVILLE,0.2,True
2018-10-02,07 NEUVILLE,0.0,True
2018-10-03,07 NEUVILLE,0.0,True
2018-10-05,07 NEUVILLE,0.0,True
2018-10-06,07 NEUVILLE,2.2,True
2018-10-07,07 NEUVILLE,22.6,True
2018-10-08,07 NEUVILLE,0.0,True
2018-10-09,07 NEUVILLE,1.0,False
2018-10-10,07 NEUVILLE,0.8,True
2018-10-11,07 NEUVILLE,1.0,True
2018-10-14,07 NEUVILLE,0.0,True
2018-10-15,07 NEUVILLE,0.0,True
2018-10-16,07 NEUVILLE,0.0,True
2018-10-19,07 NEUVILLE,0.0,True
2018-10-22,07 NEUVILLE,0.0,True
2018-10-27,07 NEUVILLE,2.0,True
2018-10-28,07 NEUVILLE,5.2,True
2018-10-29,07 NEUVILLE,43.4,True
2018-10-30,07 NEUVILLE,10.200000000000001,True
2018-10-31,07 NEUVILLE,0.2,True
2018-11-01,07 NEUVILLE,3.2,True
2018-11-06,07 NEUVILLE,3.0,True
2018-11-07,07 NEUVILLE,10.4,True
2018-11-08,07 NEUVILLE,0.0,True
2018-11-09,07 NEUVILLE,0.6000000000000001,True
2018-11-10,07 NEUVILLE,2.0,True
2018-11-11,07 NEUVILLE,1.2000000000000002,True
2018-11-13,07 NEUVILLE,4.6000000000000005,True
2018-11-14,07 NEUVILLE,0.0,True
2018-11-16,07 NEUVILLE,0.2,True
2018-11-17,07 NEUVILLE,0.4,True
2018-11-19,07 NEUVILLE,0.0,True
2018-11-20,07 NEUVILLE,9.4,True
2018-11-21,07 NEUVILLE,1.2000000000000002,True
2018-11-22,07 NEUVILLE,0.0,True
2018-11-23,07 NEUVILLE,26.400000000000002,True
2018-11-24,07 NEUVILLE,0.0,True
2018-11-25,07 NEUVILLE,3.2,True
2018-11-26,07 NEUVILLE,6.0,True
2018-11-27,07 NEUVILLE,3.6,True
2018-11-30,07 NEUVILLE,5.800000000000001,True
2018-12-01,07 NEUVILLE,0.4,True
2018-12-02,07 NEUVILLE,13.600000000000001,True
2018-12-03,07 NEUVILLE,1.4,True
2018-12-04,07 NEUVILLE,0.0,True
2018-12-05,07 NEUVILLE,0.2,True
2018-12-06,07 NEUVILLE,2.2,True
2018-12-07,07 NEUVILLE,0.8,True
2018-12-08,07 NEUVILLE,0.4,True
2018-12-09,07 NEUVILLE,0.8,True
2018-12-10,07 NEUVILLE,0.0,True
2018-12-11,07 NEUVILLE,0.2,True
2018-12-12,07 NEUVILLE,0.0,True
2018-12-15,07 NEUVILLE,3.0,True
2018-12-16,07 NEUVILLE,0.8,True
2018-12-17,07 NEUVILLE,3.2,True
2018-12-18,07 NEUVILLE,0.0,True
2018-12-19,07 NEUVILLE,9.6,True
2018-12-20,07 NEUVILLE,0.0,True
2018-12-21,07 NEUVILLE,4.4,True
2018-12-22,07 NEUVILLE,1.0,True
2018-12-23,07 NEUVILLE,0.0,True
2018-12-24,07 NEUVILLE,0.4,True
2018-12-28,07 NEUVILLE,0.0,True
2018-12-30,07 NEUVILLE,0.0,True
2018-12-31,07 NEUVILLE,0.0,True
2019-01-01,07 NEUVILLE,0.0,True
2019-01-02,07 NEUVILLE,0.4,True
2019-01-06,07 NEUVILLE,0.0,True
2019-01-07,07 NEUVILLE,0.0,True
2019-01-08,07 NEUVILLE,1.6,True
2019-01-09,07 NEUVILLE,0.4,True
2019-01-10,07 NEUVILLE,0.0,True
2019-01-11,07 NEUVILLE,0.0,True
2019-01-12,07 NEUVILLE,0.4,True
2019-01-13,07 NEUVILLE,10.0,True
2019-01-14,07 NEUVILLE,2.6,True
2019-01-15,07 NEUVILLE,0.0,True
2019-01-16,07 NEUVILLE,0.2,True
2019-01-17,07 NEUVILLE,0.0,True
2019-01-18,07 NEUVILLE,0.0,True
2019-01-19,07 NEUVILLE,0.0,True
2019-01-20,07 NEUVILLE,1.0,True
2019-01-21,07 NEUVILLE,0.0,True
2019-01-22,07 NEUVILLE,1.2000000000000002,True
2019-01-23,07 NEUVILLE,6.0,True
2019-01-25,07 NEUVILLE,0.0,True
2019-01-26,07 NEUVILLE,0.2,True
2019-01-27,07 NEUVILLE,2.0,True
2019-01-28,07 NEUVILLE,1.0,True
2019-01-29,07 NEUVILLE,0.8,True
2019-01-30,07 NEUVILLE,1.2000000000000002,True
2019-01-31,07 NEUVILLE,2.4000000000000004,True
2019-02-01,07 NEUVILLE,9.8,True
2019-02-02,07 NEUVILLE,9.600000000000001,True
2019-02-03,07 NEUVILLE,4.0,True
2019-02-05,07 NEUVILLE,0.0,True
2019-02-06,07 NEUVILLE,0.2,True
2019-02-07,07 NEUVILLE,2.8000000000000003,True
2019-02-09,07 NEUVILLE,0.0,True
2019-02-10,07 NEUVILLE,3.4000000000000004,True
2019-02-11,07 NEUVILLE,2.4,True
2019-02-14,07 NEUVILLE,0.2,True
2019-02-15,07 NEUVILLE,0.0,True
2019-02-16,07 NEUVILLE,0.0,True
2019-02-18,07 NEUVILLE,0.0,True
2019-02-19,07 NEUVILLE,0.0,True
2019-02-20,07 NEUVILLE,0.0,True
2019-02-21,07 NEUVILLE,0.0,True
2019-02-25,07 NEUVILLE,0.0,True
2019-02-27,07 NEUVILLE,0.0,True
2019-02-28,07 NEUVILLE,0.0,True
2019-03-02,07 NEUVILLE,2.6,True
2019-03-03,07 NEUVILLE,0.0,True
2019-03-04,07 NEUVILLE,0.0,True
2019-03-06,07 NEUVILLE,0.0,True
2019-03-07,07 NEUVILLE,8.0,True
2019-03-08,07 NEUVILLE,0.0,True
2019-03-09,07 NEUVILLE,0.4,True
2019-03-10,07 NEUVILLE,1.2,True
2019-03-11,07 NEUVILLE,1.8,True
2019-03-12,07 NEUVILLE,1.4000000000000001,True
2019-03-13,07 NEUVILLE,1.4000000000000001,True
2019-03-14,07 NEUVILLE,6.800000000000001,True
2019-03-15,07 NEUVILLE,0.0,True
2019-03-17,07 NEUVILLE,0.2,True
2019-03-18,07 NEUVILLE,0.0,True
2019-03-19,07 NEUVILLE,0.0,True
2019-03-20,07 NEUVILLE,0.0,True
2019-03-22,07 NEUVILLE,0.0,True
2019-03-25,07 NEUVILLE,0.0,True
2019-03-26,07 NEUVILLE,0.0,True
2019-03-29,07 NEUVILLE,0.0,True
2019-03-30,07 NEUVILLE,0.0,True
2019-04-01,07 NEUVILLE,0.0,True
2019-04-02,07 NEUVILLE,0.0,True
2019-04-03,07 NEUVILLE,17.6,True
2019-04-04,07 NEUVILLE,3.4000000000000004,True
2019-04-05,07 NEUVILLE,0.0,True
2019-04-06,07 NEUVILLE,0.0,True
2019-04-07,07 NEUVILLE,1.0,True
2019-04-08,07 NEUVILLE,0.0,True
2019-04-10,07 NEUVILLE,0.6000000000000001,True
2019-04-11,07 NEUVILLE,0.0,True
2019-04-16,07 NEUVILLE,2.0,True
2019-04-17,07 NEUVILLE,0.0,True
2019-04-22,07 NEUVILLE,0.0,True
2019-04-23,07 NEUVILLE,0.4,True
2019-04-24,07 NEUVILLE,1.6,True
2019-04-25,07 NEUVILLE,42.0,True
2019-04-26,07 NEUVILLE,2.2,True
2019-04-27,07 NEUVILLE,2.0,True
2019-04-28,07 NEUVILLE,2.6,True
2019-05-02,07 NEUVILLE,0.4,True
2019-05-04,07 NEUVILLE,2.2,True
2019-05-05,07 NEUVILLE,0.0,True
2019-05-07,07 NEUVILLE,0.0,True
2019-05-08,07 NEUVILLE,18.400000000000002,True
2019-05-09,07 NEUVILLE,3.2,True
2019-05-10,07 NEUVILLE,0.0,True
2019-05-11,07 NEUVILLE,4.4,True
2019-05-12,07 NEUVILLE,0.0,True
2019-05-14,07 NEUVILLE,0.0,True
2019-05-16,07 NEUVILLE,0.0,True
2019-05-17,07 NEUVILLE,1.6,True
2019-05-18,07 NEUVILLE,0.6000000000000001,True
2019-05-19,07 NEUVILLE,0.6000000000000001,True
2019-05-20,07 NEUVILLE,1.6,True
2019-05-21,07 NEUVILLE,0.2,True
2019-05-24,07 NEUVILLE,0.0,True
2019-05-25,07 NEUVILLE,0.0,True
2019-05-27,07 NEUVILLE,0.0,True
2019-05-28,07 NEUVILLE,4.6000000000000005,True
2019-05-30,07 NEUVILLE,0.0,True
2019-06-02,07 NEUVILLE,0.0,True
2019-06-04,07 NEUVILLE,0.0,True
2019-06-05,07 NEUVILLE,3.8000000000000003,True
2019-06-06,07 NEUVILLE,0.6000000000000001,True
2019-06-07,07 NEUVILLE,0.4,True
2019-06-08,07 NEUVILLE,0.0,True
2019-06-09,07 NEUVILLE,15.0,True
2019-06-10,07 NEUVILLE,15.8,True
2019-06-11,07 NEUVILLE,7.6000000000000005,True
2019-06-12,07 NEUVILLE,6.0,True
2019-06-14,07 NEUVILLE,11.4,True
2019-06-15,07 NEUVILLE,21.2,True
2019-06-19,07 NEUVILLE,1.4,True
2019-06-20,07 NEUVILLE,1.2000000000000002,True
2019-06-21,07 NEUVILLE,13.0,True
2019-06-22,07 NEUVILLE,0.0,True
2019-06-27,07 NEUVILLE,0.0,True
2019-07-01,07 NEUVILLE,13.0,True
2019-07-03,07 NEUVILLE,0.0,True
2019-07-05,07 NEUVILLE,0.0,True
2019-07-06,07 NEUVILLE,3.8,True
2019-07-07,07 NEUVILLE,0.0,True
2019-07-08,07 NEUVILLE,0.0,True
2019-07-11,07 NEUVILLE,0.0,True
2019-07-12,07 NEUVILLE,0.0,True
2019-07-13,07 NEUVILLE,0.0,True
2019-07-14,07 NEUVILLE,0.0,True
2019-07-15,07 NEUVILLE,0.0,True
2019-07-16,07 NEUVILLE,0.0,True
2019-07-17,07 NEUVILLE,0.0,True
2019-07-18,07 NEUVILLE,0.0,True
2019-07-19,07 NEUVILLE,0.0,True
2019-07-20,07 NEUVILLE,13.8,True
2019-07-21,07 NEUVILLE,0.0,True
2019-07-22,07 NEUVILLE,0.0,True
2019-07-23,07 NEUVILLE,0.0,True
2019-07-24,07 NEUVILLE,0.0,True
2019-07-26,07 NEUVILLE,1.6,True
2019-07-27,07 NEUVILLE,16.0,True
2019-07-28,07 NEUVILLE,7.0,True
2019-07-30,07 NEUVILLE,0.0,True
2019-08-02,07 NEUVILLE,0.6000000000000001,True
2019-08-05,07 NEUVILLE,2.6,True
2019-08-06,07 NEUVILLE,1.8,True
2019-08-07,07 NEUVILLE,16.6,True
2019-08-09,07 NEUVILLE,14.0,True
2019-08-10,07 NEUVILLE,24.2,True
2019-08-11,07 NEUVILLE,25.8,True
2019-08-12,07 NEUVILLE,2.6,True
2019-08-15,07 NEUVILLE,0.0,True
2019-08-18,07 NEUVILLE,2.6,True
2019-08-19,07 NEUVILLE,17.6,True
2019-08-20,07 NEUVILLE,15.0,True
2019-08-23,07 NEUVILLE,0.0,True
2019-08-24,07 NEUVILLE,0.0,True
2019-08-25,07 NEUVILLE,0.0,True
2019-08-26,07 NEUVILLE,0.0,True
2019-08-31,07 NEUVILLE,0.0,True
2019-09-02,07 NEUVILLE,0.0,True
2019-09-04,07 NEUVILLE,0.0,True
2019-09-05,07 NEUVILLE,0.6000000000000001,True
2019-09-07,07 NEUVILLE,0.6000000000000001,True
2019-09-08,07 NEUVILLE,3.8,True
2019-09-09,07 NEUVILLE,0.0,True
2019-09-10,07 NEUVILLE,0.0,True
2019-09-11,07 NEUVILLE,0.0,True
2019-09-12,07 NEUVILLE,0.0,True
2019-09-14,07 NEUVILLE,0.0,True
2019-09-15,07 NEUVILLE,0.0,True
2019-09-16,07 NEUVILLE,0.0,True
2019-09-19,07 NEUVILLE,0.0,True
2019-09-20,07 NEUVILLE,0.0,True
2019-09-21,07 NEUVILLE,0.0,True
2019-09-22,07 NEUVILLE,6.0,True
2019-09-23,07 NEUVILLE,0.0,True
2019-09-24,07 NEUVILLE,0.6000000000000001,True
2019-09-25,07 NEUVILLE,2.4,False
2019-09-26,07 NEUVILLE,0.0,True
2019-09-28,07 NEUVILLE,0.0,True
2019-09-29,07 NEUVILLE,0.0,True
2019-09-30,07 NEUVILLE,0.0,True
2019-10-01,07 NEUVILLE,6.6,True
2019-10-02,07 NEUVILLE,0.6000000000000001,True
2019-10-04,07 NEUVILLE,0.2,True
2019-10-05,07 NEUVILLE,0.0,True
2019-10-06,07 NEUVILLE,4.2,True
2019-10-09,07 NEUVILLE,8.200000000000001,True
2019-10-10,07 NEUVILLE,0.0,True
2019-10-11,07 NEUVILLE,0.0,True
2019-10-15,07 NEUVILLE,45.6,True
2019-10-16,07 NEUVILLE,0.0,True
2019-10-17,07 NEUVILLE,1.0,True
2019-10-18,07 NEUVILLE,17.6,True
2019-10-19,07 NEUVILLE,1.0,True
2019-10-20,07 NEUVILLE,27.400000000000002,True
2019-10-21,07 NEUVILLE,8.0,True
2019-10-22,07 NEUVILLE,0.4,True
2019-10-23,07 NEUVILLE,15.6,True
2019-10-24,07 NEUVILLE,0.2,True
2019-10-26,07 NEUVILLE,0.0,True
2019-10-27,07 NEUVILLE,0.0,True
2019-10-28,07 NEUVILLE,2.4000000000000004,True
2019-10-29,07 NEUVILLE,0.0,True
2019-10-30,07 NEUVILLE,0.2,True
2019-10-31,07 NEUVILLE,8.4,True
2019-11-01,07 NEUVILLE,5.0,True
2019-11-02,07 NEUVILLE,1.8,True
2019-11-03,07 NEUVILLE,7.0,True
2019-11-04,07 NEUVILLE,2.0,True
2019-11-05,07 NEUVILLE,1.6,True
2019-11-06,07 NEUVILLE,0.6000000000000001,True
2019-11-07,07 NEUVILLE,3.8000000000000003,True
2019-11-09,07 NEUVILLE,0.0,True
2019-11-10,07 NEUVILLE,0.4,True
2019-11-11,07 NEUVILLE,0.2,True
2019-11-12,07 NEUVILLE,0.0,True
2019-11-14,07 NEUVILLE,39.800000000000004,True
2019-11-15,07 NEUVILLE,4.4,True
2019-11-16,07 NEUVILLE,0.0,True
2019-11-17,07 NEUVILLE,0.0,True
2019-11-18,07 NEUVILLE,0.0,True
2019-11-21,07 NEUVILLE,5.4,True
2019-11-22,07 NEUVILLE,0.0,True
2019-11-23,07 NEUVILLE,9.200000000000001,True
2019-11-24,07 NEUVILLE,0.8,True
2019-11-27,07 NEUVILLE,3.8000000000000003,True
2019-11-28,07 NEUVILLE,0.0,True
2019-11-29,07 NEUVILLE,6.4,True
2019-11-30,07 NEUVILLE,0.0,True
2019-12-01,07 NEUVILLE,21.6,True
2019-12-02,07 NEUVILLE,0.0,True
2019-12-04,07 NEUVILLE,0.2,True
2019-12-05,07 NEUVILLE,0.0,True
2019-12-06,07 NEUVILLE,0.0,True
2019-12-07,07 NEUVILLE,0.0,True
2019-12-08,07 NEUVILLE,1.6,True
2019-12-09,07 NEUVILLE,2.2,True
2019-12-11,07 NEUVILLE,8.0,True
2019-12-12,07 NEUVILLE,4.800000000000001,True
2019-12-13,07 NEUVILLE,10.8,True
2019-12-14,07 NEUVILLE,6.0,True
2019-12-16,07 NEUVILLE,0.0,True
2019-12-17,07 NEUVILLE,0.0,True
2019-12-18,07 NEUVILLE,1.2000000000000002,True
2019-12-19,07 NEUVILLE,0.0,True
2019-12-20,07 NEUVILLE,8.200000000000001,True
2019-12-21,07 NEUVILLE,7.800000000000001,True
2019-12-22,07 NEUVILLE,3.2,True
2019-12-23,07 NEUVILLE,0.8,True
2019-12-24,07 NEUVILLE,2.2,True
2019-12-26,07 NEUVILLE,0.0,True
2019-12-27,07 NEUVILLE,1.2000000000000002,True
2019-12-31,07 NEUVILLE,0.0,True
2020-01-01,07 NEUVILLE,0.0,True
2020-01-02,07 NEUVILLE,0.0,True
2020-01-03,07 NEUVILLE,0.4,True
2020-01-04,07 NEUVILLE,1.0,True
2020-01-06,07 NEUVILLE,0.0,True
2020-01-07,07 NEUVILLE,0.2,True
2020-01-08,07 NEUVILLE,0.2,True
2020-01-09,07 NEUVILLE,0.2,True
2020-01-10,07 NEUVILLE,0.2,True
2020-01-13,07 NEUVILLE,0.0,True
2020-01-15,07 NEUVILLE,0.0,True
2020-01-17,07 NEUVILLE,8.6,True
2020-01-18,07 NEUVILLE,0.2,True
2020-01-22,07 NEUVILLE,0.0,True
2020-01-23,07 NEUVILLE,0.0,True
2020-01-24,07 NEUVILLE,0.0,True
2020-01-25,07 NEUVILLE,0.0,True
2020-01-26,07 NEUVILLE,5.8,True
2020-01-27,07 NEUVILLE,0.4,True
2020-01-28,07 NEUVILLE,1.2000000000000002,True
2020-01-29,07 NEUVILLE,2.0,True
2020-01-30,07 NEUVILLE,2.6,True
2020-01-31,07 NEUVILLE,0.4,True
2020-02-01,07 NEUVILLE,0.4,True
2020-02-02,07 NEUVILLE,2.4000000000000004,True
2020-02-04,07 NEUVILLE,1.2000000000000002,True
2020-02-05,07 NEUVILLE,0.0,True
2020-02-07,07 NEUVILLE,0.2,True
2020-02-09,07 NEUVILLE,0.2,True
2020-02-11,07 NEUVILLE,0.2,True
2020-02-12,07 NEUVILLE,0.0,True
2020-02-13,07 NEUVILLE,1.4000000000000001,True
2020-02-14,07 NEUVILLE,0.6000000000000001,True
2020-02-15,07 NEUVILLE,0.0,True
2020-02-17,07 NEUVILLE,5.0,True
2020-02-19,07 NEUVILLE,1.8,True
2020-02-21,07 NEUVILLE,0.2,True
2020-02-22,07 NEUVILLE,0.0,True
2020-02-23,07 NEUVILLE,0.0,True
2020-02-25,07 NEUVILLE,0.6000000000000001,True
2020-02-26,07 NEUVILLE,1.4000000000000001,True
2020-02-27,07 NEUVILLE,0.2,True
2020-02-28,07 NEUVILLE,0.0,True
2020-02-29,07 NEUVILLE,1.4000000000000001,True
2020-03-01,07 NEUVILLE,0.6000000000000001,True
2020-03-02,07 NEUVILLE,9.0,True
2020-03-03,07 NEUVILLE,0.0,True
2020-03-04,07 NEUVILLE,0.2,True
2020-03-05,07 NEUVILLE,11.600000000000001,True
2020-03-06,07 NEUVILLE,0.4,True
2020-03-07,07 NEUVILLE,0.4,True
2020-03-08,07 NEUVILLE,0.2,True
2020-03-09,07 NEUVILLE,2.4000000000000004,True
2020-03-10,07 NEUVILLE,3.2,True
2020-03-11,07 NEUVILLE,0.0,True
2020-03-12,07 NEUVILLE,0.0,True
2020-03-15,07 NEUVILLE,0.0,True
2020-03-24,07 NEUVILLE,0.0,True
2020-03-25,07 NEUVILLE,0.0,True
2020-03-26,07 NEUVILLE,0.0,True
2020-03-29,07 NEUVILLE,0.6000000000000001,True
2020-03-30,07 NEUVILLE,0.4,True
2020-03-31,07 NEUVILLE,0.0,True
2020-04-01,07 NEUVILLE,0.0,True
2020-04-02,07 NEUVILLE,0.0,True
2020-04-04,07 NEUVILLE,0.0,True
2020-04-05,07 NEUVILLE,0.0,True
2020-04-06,07 NEUVILLE,0.0,True
2020-04-07,07 NEUVILLE,0.0,True
2020-04-08,07 NEUVILLE,0.0,True
2020-04-09,07 NEUVILLE,0.0,True
2020-04-10,07 NEUVILLE,0.0,True
2020-04-11,07 NEUVILLE,0.0,True
2020-04-12,07 NEUVILLE,0.0,True
2020-04-13,07 NEUVILLE,0.0,True
2020-04-14,07 NEUVILLE,0.0,True
2020-04-15,07 NEUVILLE,0.0,True
2020-04-16,07 NEUVILLE,0.0,True
2020-04-17,07 NEUVILLE,0.0,True
2020-04-18,07 NEUVILLE,0.4,True
2020-04-19,07 NEUVILLE,0.2,True
2020-04-21,07 NEUVILLE,0.0,True
2020-04-22,07 NEUVILLE,0.0,True
2020-04-23,07 NEUVILLE,0.0,True
2020-04-24,07 NEUVILLE,0.0,True
2020-04-25,07 NEUVILLE,1.0,True
2020-04-26,07 NEUVILLE,1.0,True
2020-04-27,07 NEUVILLE,1.6,True
2020-04-28,07 NEUVILLE,8.200000000000001,True
2020-04-29,07 NEUVILLE,0.4,True
2020-04-30,07 NEUVILLE,10.200000000000001,True
2020-05-01,07 NEUVILLE,15.4,True
2020-05-02,07 NEUVILLE,17.400000000000002,True
2020-05-03,07 NEUVILLE,2.8000000000000003,True
2020-05-05,07 NEUVILLE,0.0,True
2020-05-10,07 NEUVILLE,2.4000000000000004,True
2020-05-11,07 NEUVILLE,6.0,True
2020-05-12,07 NEUVILLE,0.0,True
2020-05-13,07 NEUVILLE,19.8,True
2020-05-21,07 NEUVILLE,0.0,True
2020-05-23,07 NEUVILLE,4.4,True
2020-05-29,07 NEUVILLE,0.0,True
2020-05-30,07 NEUVILLE,0.0,True
2020-06-01,07 NEUVILLE,0.0,True
2020-06-02,07 NEUVILLE,0.0,True
2020-06-03,07 NEUVILLE,12.2,True
2020-06-04,07 NEUVILLE,2.0,True
2020-06-05,07 NEUVILLE,1.0,True
2020-06-06,07 NEUVILLE,2.6,True
2020-06-07,07 NEUVILLE,0.2,True
2020-06-08,07 NEUVILLE,2.6,True
2020-06-09,07 NEUVILLE,4.800000000000001,True
2020-06-11,07 NEUVILLE,0.2,True
2020-06-12,07 NEUVILLE,20.0,True
2020-06-13,07 NEUVILLE,1.8,True
2020-06-16,07 NEUVILLE,0.0,True
2020-06-17,07 NEUVILLE,0.0,True
2020-06-18,07 NEUVILLE,14.0,True
2020-06-19,07 NEUVILLE,2.2,True
2020-06-24,07 NEUVILLE,0.0,True
2020-06-26,07 NEUVILLE,1.6,True
2020-06-27,07 NEUVILLE,1.0,True
2020-06-28,07 NEUVILLE,3.8000000000000003,True
2020-06-29,07 NEUVILLE,0.2,True
2020-07-01,07 NEUVILLE,1.6,True
2020-07-02,07 NEUVILLE,0.0,True
2020-07-03,07 NEUVILLE,0.0,True
2020-07-06,07 NEUVILLE,0.0,True
2020-07-07,07 NEUVILLE,0.0,True
2020-07-08,07 NEUVILLE,0.0,True
2020-07-09,07 NEUVILLE,0.0,True
2020-07-10,07 NEUVILLE,3.4000000000000004,True
2020-07-13,07 NEUVILLE,0.0,True
2020-07-14,07 NEUVILLE,0.0,True
2020-07-15,07 NEUVILLE,1.6,True
2020-07-16,07 NEUVILLE,0.0,True
2020-07-18,07 NEUVILLE,0.0,True
2020-07-19,07 NEUVILLE,0.0,True
2020-07-20,07 NEUVILLE,0.0,True
2020-07-21,07 NEUVILLE,0.2,True
2020-07-22,07 NEUVILLE,1.0,True
2020-07-23,07 NEUVILLE,0.0,True
2020-07-24,07 NEUVILLE,0.0,True
2020-07-25,07 NEUVILLE,0.0,True
2020-07-26,07 NEUVILLE,0.0,True
2020-07-27,07 NEUVILLE,0.0,True
2020-07-28,07 NEUVILLE,0.0,True
2020-07-29,07 NEUVILLE,0.0,True
2020-07-30,07 NEUVILLE,0.0,True
2020-07-31,07 NEUVILLE,0.0,True
2020-08-01,07 NEUVILLE,1.2000000000000002,True
2020-08-02,07 NEUVILLE,1.0,True
2020-08-03,07 NEUVILLE,0.2,True
2020-08-04,07 NEUVILLE,0.0,True
2020-08-05,07 NEUVILLE,0.0,True
2020-08-06,07 NEUVILLE,0.0,True
2020-08-07,07 NEUVILLE,0.0,True
2020-08-08,07 NEUVILLE,0.0,True
2020-08-09,07 NEUVILLE,0.0,True
2020-08-10,07 NEUVILLE,0.4,True
2020-08-11,07 NEUVILLE,0.0,True
2020-08-12,07 NEUVILLE,0.0,True
2020-08-13,07 NEUVILLE,2.8000000000000003,True
2020-08-16,07 NEUVILLE,0.6000000000000001,True
2020-08-17,07 NEUVILLE,0.0,True
2020-08-18,07 NEUVILLE,0.0,True
2020-08-19,07 NEUVILLE,0.0,True
2020-08-20,07 NEUVILLE,0.0,True
2020-08-21,07 NEUVILLE,0.0,True
2020-08-22,07 NEUVILLE,5.0,True
2020-08-23,07 NEUVILLE,0.0,True
2020-08-24,07 NEUVILLE,0.0,True
2020-08-25,07 NEUVILLE,0.0,True
2020-08-26,07 NEUVILLE,0.0,True
2020-08-27,07 NEUVILLE,0.0,True
2020-08-28,07 NEUVILLE,19.400000000000002,True
2020-08-30,07 NEUVILLE,0.0,True
2020-09-07,07 NEUVILLE,0.0,True
2020-09-08,07 NEUVILLE,0.0,True
2020-09-09,07 NEUVILLE,0.0,True
2020-09-10,07 NEUVILLE,0.0,True
2020-09-11,07 NEUVILLE,0.0,True
2020-09-12,07 NEUVILLE,0.0,True
2020-09-13,07 NEUVILLE,0.0,True
2020-09-14,07 NEUVILLE,0.0,True
2020-09-15,07 NEUVILLE,0.0,True
2020-09-16,07 NEUVILLE,0.0,True
2020-09-17,07 NEUVILLE,0.0,True
2020-09-18,07 NEUVILLE,0.4,True
2020-09-19,07 NEUVILLE,3.4000000000000004,True
2020-09-20,07 NEUVILLE,6.6,True
2020-09-21,07 NEUVILLE,0.0,True
2020-09-22,07 NEUVILLE,4.4,True
2020-09-23,07 NEUVILLE,0.0,True
2020-09-24,07 NEUVILLE,1.8,True
2020-09-25,07 NEUVILLE,3.6,True
2020-09-26,07 NEUVILLE,1.6,True
2020-09-27,07 NEUVILLE,20.2,True
2020-09-28,07 NEUVILLE,4.6000000000000005,True
2020-10-01,07 NEUVILLE,3.0,True
2020-10-02,07 NEUVILLE,59.6,True
2020-10-03,07 NEUVILLE,1.2000000000000002,True
2020-10-04,07 NEUVILLE,0.6000000000000001,True
2020-10-05,07 NEUVILLE,0.2,True
2020-10-06,07 NEUVILLE,3.4000000000000004,True
2020-10-07,07 NEUVILLE,0.0,True
2020-10-10,07 NEUVILLE,0.6000000000000001,True
2020-10-11,07 NEUVILLE,3.8000000000000003,True
2020-10-12,07 NEUVILLE,0.0,True
2020-10-13,07 NEUVILLE,0.6000000000000001,True
2020-10-14,07 NEUVILLE,0.0,True
2020-10-15,07 NEUVILLE,0.0,True
2020-10-16,07 NEUVILLE,0.0,True
2020-10-19,07 NEUVILLE,0.0,True
2020-10-20,07 NEUVILLE,0.0,True
2020-10-22,07 NEUVILLE,5.800000000000001,True
2020-10-23,07 NEUVILLE,19.8,True
2020-10-24,07 NEUVILLE,0.0,True
2020-10-25,07 NEUVILLE,10.8,True
2020-10-26,07 NEUVILLE,22.8,True
2020-10-27,07 NEUVILLE,0.4,True
2020-10-28,07 NEUVILLE,4.6000000000000005,True
2020-11-01,07 NEUVILLE,0.0,True
2020-11-03,07 NEUVILLE,1.6,True
2020-11-04,07 NEUVILLE,0.0,True
2020-11-07,07 NEUVILLE,0.0,True
2020-11-08,07 NEUVILLE,2.0,True
2020-11-09,07 NEUVILLE,0.0,True
2020-11-11,07 NEUVILLE,0.2,True
2020-11-13,07 NEUVILLE,0.0,True
2020-11-15,07 NEUVILLE,8.4,True
2020-11-16,07 NEUVILLE,0.0,True
2020-11-17,07 NEUVILLE,0.0,True
2020-11-18,07 NEUVILLE,0.0,True
2020-11-19,07 NEUVILLE,0.6000000000000001,True
2020-11-20,07 NEUVILLE,0.2,True
2020-11-22,07 NEUVILLE,0.0,True
2020-11-23,07 NEUVILLE,0.0,True
2020-11-24,07 NEUVILLE,0.0,True
2020-11-28,07 NEUVILLE,0.0,True
2020-11-29,07 NEUVILLE,0.0,True
2020-12-01,07 NEUVILLE,6.0,True
2020-12-02,07 NEUVILLE,0.2,True
2020-12-03,07 NEUVILLE,0.2,True
2020-12-04,07 NEUVILLE,5.6000000000000005,True
2020-12-05,07 NEUVILLE,0.0,True
2020-12-06,07 NEUVILLE,3.2,True
2020-12-07,07 NEUVILLE,1.4000000000000001,True
2020-12-08,07 NEUVILLE,0.2,True
2020-12-10,07 NEUVILLE,0.0,True
2020-12-11,07 NEUVILLE,11.8,True
